seq,type,uptime_ms,t_us,slot_id,sync,frame_ctr,rssi,snr,tx_done,rx_done,rx_crc_err,rx_bad_header,slot_timeouts,stale_retx,busy_timeouts,rx_ok,missed,dup,payload
1247,rx,1996253,70158019,0,RUNNING,341,-64,7,,,,,,,,,,,
1248,tx,1996253,0,1,RUNNING,,,,,,,,,,,,,,
1249,rx,1996447,70357974,0,RUNNING,342,-64,7,,,,,,,,,,,
1250,tx,1996447,0,1,RUNNING,,,,,,,,,,,,,,
1251,stats,1996447,7689,0,RUNNING,,-43,-128,337,341,1,0,0,0,0,341,0,0,
1252,tx,1996528,0,1,RUNNING,,,,,,,,,,,,,,
1253,rx,1996702,70558004,0,RUNNING,343,-64,8,,,,,,,,,,,
1254,tx,1996702,0,1,RUNNING,,,,,,,,,,,,,,
1255,tx,1996742,0,1,RUNNING,,,,,,,,,,,,,,
1256,tx,1996782,0,1,RUNNING,,,,,,,,,,,,,,
1257,rx,1996957,70758017,0,RUNNING,344,-65,8,,,,,,,,,,,
1258,tx,1996957,0,1,RUNNING,,,,,,,,,,,,,,
1259,tx,1996977,0,1,RUNNING,,,,,,,,,,,,,,
1260,rx,1997038,70958017,0,RUNNING,345,-64,8,,,,,,,,,,,
1261,tx,1997038,0,1,RUNNING,,,,,,,,,,,,,,
1262,tx,1997211,0,1,RUNNING,,,,,,,,,,,,,,
1263,tx,1997231,0,1,RUNNING,,,,,,,,,,,,,,
1264,rx,1997251,71158005,0,RUNNING,346,-64,8,,,,,,,,,,,
1265,tx,1997252,0,1,RUNNING,,,,,,,,,,,,,,
1266,tx,1997332,0,1,RUNNING,,,,,,,,,,,,,,
1267,rx,1997467,71358001,0,RUNNING,347,-64,8,,,,,,,,,,,
1268,tx,1997467,0,1,RUNNING,,,,,,,,,,,,,,
1269,stats,1997467,7724,0,RUNNING,,-8,-20,342,346,1,0,0,0,0,346,0,0,
1270,tx,1997527,0,1,RUNNING,,,,,,,,,,,,,,
1271,tx,1997587,0,1,RUNNING,,,,,,,,,,,,,,
1272,rx,1997724,71558015,0,RUNNING,348,-64,7,,,,,,,,,,,
1273,tx,1997724,0,1,RUNNING,,,,,,,,,,,,,,
1274,tx,1997744,0,1,RUNNING,,,,,,,,,,,,,,
1275,tx,1997785,0,1,RUNNING,,,,,,,,,,,,,,
1276,rx,1997845,71758016,0,RUNNING,349,-65,8,,,,,,,,,,,
1277,tx,1997845,0,1,RUNNING,,,,,,,,,,,,,,
1278,tx,1997979,0,1,RUNNING,,,,,,,,,,,,,,
1279,rx,1998039,71958015,0,RUNNING,350,-64,7,,,,,,,,,,,
1280,tx,1998039,0,1,RUNNING,,,,,,,,,,,,,,
1281,tx,1998233,0,1,RUNNING,,,,,,,,,,,,,,
1282,rx,1998253,72157999,0,RUNNING,351,-64,8,,,,,,,,,,,
1283,tx,1998253,0,1,RUNNING,,,,,,,,,,,,,,
1284,tx,1998334,0,1,RUNNING,,,,,,,,,,,,,,
1285,rx,1998488,72358014,0,RUNNING,352,-64,8,,,,,,,,,,,
1286,tx,1998488,0,1,RUNNING,,,,,,,,,,,,,,
1287,stats,1998488,8288,0,RUNNING,,7,75,348,351,1,0,0,0,0,351,0,0,
1288,tx,1998528,0,1,RUNNING,,,,,,,,,,,,,,
1289,tx,1998588,0,1,RUNNING,,,,,,,,,,,,,,
1290,rx,1998742,72558014,0,RUNNING,353,-64,8,,,,,,,,,,,
1291,tx,1998742,0,1,RUNNING,,,,,,,,,,,,,,
1292,tx,1998782,0,1,RUNNING,,,,,,,,,,,,,,
1293,rx,1998842,72758013,0,RUNNING,354,-64,8,,,,,,,,,,,
1294,tx,1998842,0,1,RUNNING,,,,,,,,,,,,,,
1295,tx,1998996,0,1,RUNNING,,,,,,,,,,,,,,
1296,rx,1999036,72958012,0,RUNNING,355,-65,7,,,,,,,,,,,
1297,tx,1999036,0,1,RUNNING,,,,,,,,,,,,,,
1298,rx,1999250,73158013,0,RUNNING,356,-65,8,,,,,,,,,,,
1299,tx,1999250,0,1,RUNNING,,,,,,,,,,,,,,
1300,tx,1999331,0,1,RUNNING,,,,,,,,,,,,,,
1301,rx,1999506,73357963,0,RUNNING,357,-64,8,,,,,,,,,,,
1302,tx,1999506,0,1,RUNNING,,,,,,,,,,,,,,
1303,stats,1999506,8290,0,RUNNING,,-49,-128,353,356,1,0,0,0,0,356,0,0,
1304,tx,1999526,0,1,RUNNING,,,,,,,,,,,,,,
1305,tx,1999586,0,1,RUNNING,,,,,,,,,,,,,,
1306,tx,1999627,0,1,RUNNING,,,,,,,,,,,,,,
1307,rx,1999761,73558012,0,RUNNING,358,-64,7,,,,,,,,,,,
1308,tx,1999761,0,1,RUNNING,,,,,,,,,,,,,,
1309,tx,1999781,0,1,RUNNING,,,,,,,,,,,,,,
1310,rx,1999841,73758012,0,RUNNING,359,-64,9,,,,,,,,,,,
1311,tx,1999841,0,1,RUNNING,,,,,,,,,,,,,,
1312,tx,2000015,0,1,RUNNING,,,,,,,,,,,,,,
1313,rx,2000035,73957980,0,RUNNING,360,-64,9,,,,,,,,,,,
1314,tx,2000035,0,1,RUNNING,,,,,,,,,,,,,,
1315,tx,2000136,0,1,RUNNING,,,,,,,,,,,,,,
1316,rx,2000271,74157997,0,RUNNING,361,-64,8,,,,,,,,,,,
1317,tx,2000271,0,1,RUNNING,,,,,,,,,,,,,,
1318,tx,2000332,0,1,RUNNING,,,,,,,,,,,,,,
1319,tx,2000392,0,1,RUNNING,,,,,,,,,,,,,,
1320,rx,2000529,74358011,0,RUNNING,362,-65,8,,,,,,,,,,,
1321,tx,2000529,0,1,RUNNING,,,,,,,,,,,,,,
1322,stats,2000529,8271,0,RUNNING,,16,70,358,361,1,0,0,0,0,361,0,0,
1323,tx,2000589,0,1,RUNNING,,,,,,,,,,,,,,
1324,tx,2000630,0,1,RUNNING,,,,,,,,,,,,,,
1325,rx,2000650,74558010,0,RUNNING,363,-64,8,,,,,,,,,,,
1326,tx,2000650,0,1,RUNNING,,,,,,,,,,,,,,
1327,tx,2000784,0,1,RUNNING,,,,,,,,,,,,,,
1328,rx,2000844,74758010,0,RUNNING,364,-65,7,,,,,,,,,,,
1329,tx,2000844,0,1,RUNNING,,,,,,,,,,,,,,
1330,rx,2001038,74958008,0,RUNNING,365,-64,8,,,,,,,,,,,
1331,tx,2001038,0,1,RUNNING,,,,,,,,,,,,,,
1332,tx,2001138,0,1,RUNNING,,,,,,,,,,,,,,
1333,rx,2001293,75157990,0,RUNNING,366,-65,7,,,,,,,,,,,
1334,tx,2001293,0,1,RUNNING,,,,,,,,,,,,,,
1335,tx,2001333,0,1,RUNNING,,,,,,,,,,,,,,
1336,tx,2001394,0,1,RUNNING,,,,,,,,,,,,,,
1337,rx,2001549,75357960,0,RUNNING,367,-64,7,,,,,,,,,,,
1338,tx,2001549,0,1,RUNNING,,,,,,,,,,,,,,
1339,stats,2001549,8273,0,RUNNING,,-39,-128,363,366,1,0,0,0,0,366,0,0,
1340,tx,2001589,0,1,RUNNING,,,,,,,,,,,,,,
1341,tx,2001630,0,1,RUNNING,,,,,,,,,,,,,,
1342,rx,2001650,75558009,0,RUNNING,368,-64,8,,,,,,,,,,,
1343,tx,2001650,0,1,RUNNING,,,,,,,,,,,,,,
1344,tx,2001804,0,1,RUNNING,,,,,,,,,,,,,,
1345,rx,2001844,75758008,0,RUNNING,369,-64,7,,,,,,,,,,,
1346,tx,2001844,0,1,RUNNING,,,,,,,,,,,,,,
1347,rx,2002059,75958007,0,RUNNING,370,-64,8,,,,,,,,,,,
1348,tx,2002059,0,1,RUNNING,,,,,,,,,,,,,,
1349,tx,2002139,0,1,RUNNING,,,,,,,,,,,,,,
1350,tx,2002179,0,1,RUNNING,,,,,,,,,,,,,,
1351,rx,2002313,76158007,0,RUNNING,371,-64,8,,,,,,,,,,,
1352,tx,2002313,0,1,RUNNING,,,,,,,,,,,,,,
1353,tx,2002333,0,1,RUNNING,,,,,,,,,,,,,,
1354,tx,2002393,0,1,RUNNING,,,,,,,,,,,,,,
1355,tx,2002434,0,1,RUNNING,,,,,,,,,,,,,,
1356,rx,2002567,76358008,0,RUNNING,372,-64,8,,,,,,,,,,,
1357,tx,2002567,0,1,RUNNING,,,,,,,,,,,,,,
1358,stats,2002567,8289,0,RUNNING,,3,5,368,371,1,0,0,0,0,371,0,0,
1359,tx,2002587,0,1,RUNNING,,,,,,,,,,,,,,
1360,tx,2002628,0,1,RUNNING,,,,,,,,,,,,,,
1361,rx,2002648,76558007,0,RUNNING,373,-65,8,,,,,,,,,,,
1362,tx,2002648,0,1,RUNNING,,,,,,,,,,,,,,
1363,tx,2002822,0,1,RUNNING,,,,,,,,,,,,,,
1364,rx,2002842,76758007,0,RUNNING,374,-64,8,,,,,,,,,,,
1365,tx,2002842,0,1,RUNNING,,,,,,,,,,,,,,
1366,tx,2002942,0,1,RUNNING,,,,,,,,,,,,,,
1367,rx,2003076,76957997,0,RUNNING,375,-65,7,,,,,,,,,,,
1368,tx,2003076,0,1,RUNNING,,,,,,,,,,,,,,
1369,tx,2003136,0,1,RUNNING,,,,,,,,,,,,,,
1370,tx,2003176,0,1,RUNNING,,,,,,,,,,,,,,
1371,rx,2003330,77158006,0,RUNNING,376,-64,7,,,,,,,,,,,
1372,tx,2003330,0,1,RUNNING,,,,,,,,,,,,,,
1373,tx,2003390,0,1,RUNNING,,,,,,,,,,,,,,
1374,tx,2003430,0,1,RUNNING,,,,,,,,,,,,,,
1375,rx,2003451,77358005,0,RUNNING,377,-64,7,,,,,,,,,,,
1376,tx,2003451,0,1,RUNNING,,,,,,,,,,,,,,
1377,tx,2003587,0,1,RUNNING,,,,,,,,,,,,,,
1378,stats,2003587,8296,0,RUNNING,,1,-5,373,376,1,0,0,0,0,376,0,0,
1379,tx,2003627,0,1,RUNNING,,,,,,,,,,,,,,
1380,rx,2003647,77558006,0,RUNNING,378,-64,8,,,,,,,,,,,
1381,tx,2003647,0,1,RUNNING,,,,,,,,,,,,,,
1382,rx,2003841,77758002,0,RUNNING,379,-65,8,,,,,,,,,,,
1383,tx,2003841,0,1,RUNNING,,,,,,,,,,,,,,
1384,tx,2003941,0,1,RUNNING,,,,,,,,,,,,,,
1385,rx,2004095,77958003,0,RUNNING,380,-65,8,,,,,,,,,,,
1386,tx,2004095,0,1,RUNNING,,,,,,,,,,,,,,
1387,tx,2004135,0,1,RUNNING,,,,,,,,,,,,,,
1388,tx,2004196,0,1,RUNNING,,,,,,,,,,,,,,
1389,rx,2004350,78158003,0,RUNNING,381,-65,8,,,,,,,,,,,
1390,tx,2004350,0,1,RUNNING,,,,,,,,,,,,,,
1391,tx,2004390,0,1,RUNNING,,,,,,,,,,,,,,
1392,tx,2004430,0,1,RUNNING,,,,,,,,,,,,,,
1393,rx,2004450,78358004,0,RUNNING,382,-64,8,,,,,,,,,,,
1394,tx,2004450,0,1,RUNNING,,,,,,,,,,,,,,
1395,tx,2004604,0,1,RUNNING,,,,,,,,,,,,,,
1396,stats,2004604,8290,0,RUNNING,,0,5,378,381,1,0,0,0,0,381,0,0,
1397,rx,2004644,78558000,0,RUNNING,383,-64,8,,,,,,,,,,,
1398,tx,2004644,0,1,RUNNING,,,,,,,,,,,,,,
1399,rx,2004858,78758003,0,RUNNING,384,-65,7,,,,,,,,,,,
1400,tx,2004858,0,1,RUNNING,,,,,,,,,,,,,,
1401,tx,2004939,0,1,RUNNING,,,,,,,,,,,,,,
1402,tx,2004979,0,1,RUNNING,,,,,,,,,,,,,,
1403,rx,2005114,78957953,0,RUNNING,385,-65,8,,,,,,,,,,,
1404,tx,2005114,0,1,RUNNING,,,,,,,,,,,,,,
1405,tx,2005134,0,1,RUNNING,,,,,,,,,,,,,,
1406,tx,2005195,0,1,RUNNING,,,,,,,,,,,,,,
1407,rx,2005235,79158002,0,RUNNING,386,-64,7,,,,,,,,,,,
1408,tx,2005235,0,1,RUNNING,,,,,,,,,,,,,,
1409,tx,2005375,0,1,RUNNING,,,,,,,,,,,,,,
1410,tx,2005395,0,1,RUNNING,,,,,,,,,,,,,,
1411,rx,2005436,79358000,0,RUNNING,387,-65,8,,,,,,,,,,,
1412,tx,2005436,0,1,RUNNING,,,,,,,,,,,,,,
1413,tx,2005630,0,1,RUNNING,,,,,,,,,,,,,,
1414,stats,2005630,8290,0,RUNNING,,10,-10,383,386,1,0,0,0,0,386,0,0,
1415,rx,2005650,79557969,0,RUNNING,388,-64,8,,,,,,,,,,,
1416,tx,2005650,0,1,RUNNING,,,,,,,,,,,,,,
1417,tx,2005731,0,1,RUNNING,,,,,,,,,,,,,,
1418,rx,2005885,79758001,0,RUNNING,389,-64,8,,,,,,,,,,,
1419,tx,2005885,0,1,RUNNING,,,,,,,,,,,,,,
1420,tx,2005946,0,1,RUNNING,,,,,,,,,,,,,,
1421,tx,2005986,0,1,RUNNING,,,,,,,,,,,,,,
1422,rx,2006140,79958000,0,RUNNING,390,-65,7,,,,,,,,,,,
1423,tx,2006140,0,1,RUNNING,,,,,,,,,,,,,,
1424,tx,2006180,0,1,RUNNING,,,,,,,,,,,,,,
1425,rx,2006240,80158000,0,RUNNING,391,-64,8,,,,,,,,,,,
1426,tx,2006240,0,1,RUNNING,,,,,,,,,,,,,,
1427,tx,2006394,0,1,RUNNING,,,,,,,,,,,,,,
1428,tx,2006434,0,1,RUNNING,,,,,,,,,,,,,,
1429,rx,2006455,80357998,0,RUNNING,392,-64,7,,,,,,,,,,,
1430,tx,2006455,0,1,RUNNING,,,,,,,,,,,,,,
1431,rx,2006649,80557996,0,RUNNING,393,-64,9,,,,,,,,,,,
1432,tx,2006649,0,1,RUNNING,,,,,,,,,,,,,,
1433,stats,2006649,7731,0,RUNNING,,-1,-10,388,392,1,0,0,0,0,392,0,0,
1434,tx,2006729,0,1,RUNNING,,,,,,,,,,,,,,
1435,rx,2006905,80757977,0,RUNNING,394,-64,8,,,,,,,,,,,
1436,tx,2006905,0,1,RUNNING,,,,,,,,,,,,,,
1437,tx,2006945,0,1,RUNNING,,,,,,,,,,,,,,
1438,tx,2006985,0,1,RUNNING,,,,,,,,,,,,,,
1439,rx,2007160,80957999,0,RUNNING,395,-65,8,,,,,,,,,,,
1440,tx,2007160,0,1,RUNNING,,,,,,,,,,,,,,
1441,tx,2007180,0,1,RUNNING,,,,,,,,,,,,,,
1442,rx,2007240,81157999,0,RUNNING,396,-64,8,,,,,,,,,,,
1443,tx,2007240,0,1,RUNNING,,,,,,,,,,,,,,
1444,tx,2007414,0,1,RUNNING,,,,,,,,,,,,,,
1445,tx,2007434,0,1,RUNNING,,,,,,,,,,,,,,
1446,rx,2007455,81357997,0,RUNNING,397,-65,7,,,,,,,,,,,
1447,tx,2007455,0,1,RUNNING,,,,,,,,,,,,,,
1448,tx,2007535,0,1,RUNNING,,,,,,,,,,,,,,
1449,rx,2007669,81557940,0,RUNNING,398,-64,9,,,,,,,,,,,
1450,tx,2007669,0,1,RUNNING,,,,,,,,,,,,,,
1451,stats,2007669,7676,0,RUNNING,,-56,-128,393,397,1,0,0,0,0,397,0,0,
1452,tx,2007730,0,1,RUNNING,,,,,,,,,,,,,,
1453,tx,2007790,0,1,RUNNING,,,,,,,,,,,,,,
1454,rx,2007925,81757996,0,RUNNING,399,-64,8,,,,,,,,,,,
1455,tx,2007925,0,1,RUNNING,,,,,,,,,,,,,,
1456,tx,2007945,0,1,RUNNING,,,,,,,,,,,,,,
1457,tx,2007985,0,1,RUNNING,,,,,,,,,,,,,,
1458,rx,2008045,81957997,0,RUNNING,400,-63,7,,,,,,,,,,,
1459,tx,2008045,0,1,RUNNING,,,,,,,,,,,,,,
1460,tx,2008179,0,1,RUNNING,,,,,,,,,,,,,,
1461,rx,2008240,82157997,0,RUNNING,401,-65,8,,,,,,,,,,,
1462,tx,2008240,0,1,RUNNING,,,,,,,,,,,,,,
1463,tx,2008433,0,1,RUNNING,,,,,,,,,,,,,,
1464,rx,2008454,82357997,0,RUNNING,402,-64,7,,,,,,,,,,,
1465,tx,2008454,0,1,RUNNING,,,,,,,,,,,,,,
1466,tx,2008534,0,1,RUNNING,,,,,,,,,,,,,,
1467,rx,2008688,82557992,0,RUNNING,403,-65,8,,,,,,,,,,,
1468,tx,2008688,0,1,RUNNING,,,,,,,,,,,,,,
1469,stats,2008688,8288,0,RUNNING,,-3,-25,399,402,1,0,0,0,0,402,0,0,
1470,tx,2008729,0,1,RUNNING,,,,,,,,,,,,,,
1471,tx,2008789,0,1,RUNNING,,,,,,,,,,,,,,
1472,rx,2008944,82757982,0,RUNNING,404,-65,8,,,,,,,,,,,
1473,tx,2008944,0,1,RUNNING,,,,,,,,,,,,,,
1474,tx,2008984,0,1,RUNNING,,,,,,,,,,,,,,
1475,rx,2009044,82957994,0,RUNNING,405,-65,7,,,,,,,,,,,
1476,tx,2009044,0,1,RUNNING,,,,,,,,,,,,,,
1477,tx,2009199,0,1,RUNNING,,,,,,,,,,,,,,
1478,rx,2009239,83157994,0,RUNNING,406,-64,7,,,,,,,,,,,
1479,tx,2009239,0,1,RUNNING,,,,,,,,,,,,,,
1480,rx,2009453,83357992,0,RUNNING,407,-64,7,,,,,,,,,,,
1481,tx,2009453,0,1,RUNNING,,,,,,,,,,,,,,
1482,tx,2009533,0,1,RUNNING,,,,,,,,,,,,,,
1483,rx,2009708,83557980,0,RUNNING,408,-64,8,,,,,,,,,,,
1484,tx,2009708,0,1,RUNNING,,,,,,,,,,,,,,
1485,stats,2009708,8290,0,RUNNING,,-12,-60,404,407,1,0,0,0,0,407,0,0,
1486,tx,2009728,0,1,RUNNING,,,,,,,,,,,,,,
1487,tx,2009789,0,1,RUNNING,,,,,,,,,,,,,,
1488,tx,2009829,0,1,RUNNING,,,,,,,,,,,,,,
1489,rx,2009963,83757993,0,RUNNING,409,-65,8,,,,,,,,,,,
1490,tx,2009963,0,1,RUNNING,,,,,,,,,,,,,,
1491,tx,2009983,0,1,RUNNING,,,,,,,,,,,,,,
1492,rx,2010043,83957980,0,RUNNING,410,-64,8,,,,,,,,,,,
1493,tx,2010043,0,1,RUNNING,,,,,,,,,,,,,,
1494,tx,2010218,0,1,RUNNING,,,,,,,,,,,,,,
1495,rx,2010238,84157991,0,RUNNING,411,-64,8,,,,,,,,,,,
1496,tx,2010238,0,1,RUNNING,,,,,,,,,,,,,,
1497,tx,2010338,0,1,RUNNING,,,,,,,,,,,,,,
1498,rx,2010472,84357993,0,RUNNING,412,-65,8,,,,,,,,,,,
1499,tx,2010472,0,1,RUNNING,,,,,,,,,,,,,,
1500,tx,2010533,0,1,RUNNING,,,,,,,,,,,,,,
1501,tx,2010593,0,1,RUNNING,,,,,,,,,,,,,,
1502,rx,2010728,84557942,0,RUNNING,413,-64,8,,,,,,,,,,,
1503,tx,2010728,0,1,RUNNING,,,,,,,,,,,,,,
1504,stats,2010728,8275,0,RUNNING,,-48,-128,409,412,1,0,0,0,0,412,0,0,
1505,tx,2010788,0,1,RUNNING,,,,,,,,,,,,,,
1506,tx,2010828,0,1,RUNNING,,,,,,,,,,,,,,
1507,rx,2010849,84757992,0,RUNNING,414,-64,7,,,,,,,,,,,
1508,tx,2010849,0,1,RUNNING,,,,,,,,,,,,,,
1509,tx,2010983,0,1,RUNNING,,,,,,,,,,,,,,
1510,rx,2011043,84957991,0,RUNNING,415,-65,8,,,,,,,,,,,
1511,tx,2011043,0,1,RUNNING,,,,,,,,,,,,,,
1512,rx,2011237,85157960,0,RUNNING,416,-64,8,,,,,,,,,,,
1513,tx,2011237,0,1,RUNNING,,,,,,,,,,,,,,
1514,tx,2011338,0,1,RUNNING,,,,,,,,,,,,,,
1515,rx,2011492,85357975,0,RUNNING,417,-64,8,,,,,,,,,,,
1516,tx,2011492,0,1,RUNNING,,,,,,,,,,,,,,
1517,tx,2011532,0,1,RUNNING,,,,,,,,,,,,,,
1518,tx,2011593,0,1,RUNNING,,,,,,,,,,,,,,
1519,rx,2011747,85557988,0,RUNNING,418,-65,8,,,,,,,,,,,
1520,tx,2011747,0,1,RUNNING,,,,,,,,,,,,,,
1521,stats,2011747,8276,0,RUNNING,,14,65,414,417,1,0,0,0,0,417,0,0,
1522,tx,2011787,0,1,RUNNING,,,,,,,,,,,,,,
1523,tx,2011827,0,1,RUNNING,,,,,,,,,,,,,,
1524,rx,2011848,85757990,0,RUNNING,419,-64,8,,,,,,,,,,,
1525,tx,2011848,0,1,RUNNING,,,,,,,,,,,,,,
1526,tx,2012001,0,1,RUNNING,,,,,,,,,,,,,,
1527,rx,2012041,85957989,0,RUNNING,420,-64,8,,,,,,,,,,,
1528,tx,2012041,0,1,RUNNING,,,,,,,,,,,,,,
1529,rx,2012256,86157988,0,RUNNING,421,-65,8,,,,,,,,,,,
1530,tx,2012256,0,1,RUNNING,,,,,,,,,,,,,,
1531,tx,2012336,0,1,RUNNING,,,,,,,,,,,,,,
1532,tx,2012376,0,1,RUNNING,,,,,,,,,,,,,,
1533,rx,2012511,86357975,0,RUNNING,422,-65,8,,,,,,,,,,,
1534,tx,2012511,0,1,RUNNING,,,,,,,,,,,,,,
1535,tx,2012531,0,1,RUNNING,,,,,,,,,,,,,,
1536,tx,2012592,0,1,RUNNING,,,,,,,,,,,,,,
1537,tx,2012632,0,1,RUNNING,,,,,,,,,,,,,,
1538,rx,2012767,86557928,0,RUNNING,423,-64,8,,,,,,,,,,,
1539,tx,2012767,0,1,RUNNING,,,,,,,,,,,,,,
1540,stats,2012767,8288,0,RUNNING,,-53,-128,419,422,1,0,0,0,0,422,0,0,
1541,tx,2012787,0,1,RUNNING,,,,,,,,,,,,,,
1542,tx,2012827,0,1,RUNNING,,,,,,,,,,,,,,
1543,rx,2012847,86757988,0,RUNNING,424,-64,7,,,,,,,,,,,
1544,tx,2012847,0,1,RUNNING,,,,,,,,,,,,,,
1545,tx,2013021,0,1,RUNNING,,,,,,,,,,,,,,
1546,rx,2013042,86957987,0,RUNNING,425,-64,8,,,,,,,,,,,
1547,tx,2013042,0,1,RUNNING,,,,,,,,,,,,,,
1548,tx,2013142,0,1,RUNNING,,,,,,,,,,,,,,
1549,rx,2013276,87157987,0,RUNNING,426,-65,8,,,,,,,,,,,
1550,tx,2013276,0,1,RUNNING,,,,,,,,,,,,,,
1551,tx,2013336,0,1,RUNNING,,,,,,,,,,,,,,
1552,tx,2013377,0,1,RUNNING,,,,,,,,,,,,,,
1553,rx,2013530,87357987,0,RUNNING,427,-64,7,,,,,,,,,,,
1554,tx,2013530,0,1,RUNNING,,,,,,,,,,,,,,
1555,tx,2013590,0,1,RUNNING,,,,,,,,,,,,,,
1556,tx,2013631,0,1,RUNNING,,,,,,,,,,,,,,
1557,rx,2013651,87557986,0,RUNNING,428,-64,7,,,,,,,,,,,
1558,tx,2013651,0,1,RUNNING,,,,,,,,,,,,,,
1559,tx,2013785,0,1,RUNNING,,,,,,,,,,,,,,
1560,stats,2013785,8289,0,RUNNING,,1,-5,424,427,1,0,0,0,0,427,0,0,
1561,rx,2013845,87757985,0,RUNNING,429,-65,7,,,,,,,,,,,
1562,tx,2013845,0,1,RUNNING,,,,,,,,,,,,,,
1563,rx,2014039,87957987,0,RUNNING,430,-64,8,,,,,,,,,,,
1564,tx,2014039,0,1,RUNNING,,,,,,,,,,,,,,
1565,tx,2014140,0,1,RUNNING,,,,,,,,,,,,,,
1566,rx,2014295,88157976,0,RUNNING,431,-64,7,,,,,,,,,,,
1567,tx,2014295,0,1,RUNNING,,,,,,,,,,,,,,
1568,tx,2014335,0,1,RUNNING,,,,,,,,,,,,,,
1569,tx,2014395,0,1,RUNNING,,,,,,,,,,,,,,
1570,rx,2014549,88357984,0,RUNNING,432,-64,8,,,,,,,,,,,
1571,tx,2014549,0,1,RUNNING,,,,,,,,,,,,,,
1572,tx,2014589,0,1,RUNNING,,,,,,,,,,,,,,
1573,tx,2014630,0,1,RUNNING,,,,,,,,,,,,,,
1574,rx,2014650,88557984,0,RUNNING,433,-64,8,,,,,,,,,,,
1575,tx,2014650,0,1,RUNNING,,,,,,,,,,,,,,
1576,tx,2014803,0,1,RUNNING,,,,,,,,,,,,,,
1577,stats,2014803,8291,0,RUNNING,,2,0,429,432,1,0,0,0,0,432,0,0,
1578,rx,2014843,88757982,0,RUNNING,434,-64,9,,,,,,,,,,,
1579,tx,2014843,0,1,RUNNING,,,,,,,,,,,,,,
1580,rx,2015058,88957982,0,RUNNING,435,-65,8,,,,,,,,,,,
1581,tx,2015058,0,1,RUNNING,,,,,,,,,,,,,,
1582,tx,2015138,0,1,RUNNING,,,,,,,,,,,,,,
1583,tx,2015179,0,1,RUNNING,,,,,,,,,,,,,,
1584,rx,2015315,89157983,0,RUNNING,436,-64,8,,,,,,,,,,,
1585,tx,2015315,0,1,RUNNING,,,,,,,,,,,,,,
1586,tx,2015335,0,1,RUNNING,,,,,,,,,,,,,,
1587,tx,2015395,0,1,RUNNING,,,,,,,,,,,,,,
1588,rx,2015435,89357982,0,RUNNING,437,-65,7,,,,,,,,,,,
1589,tx,2015435,0,1,RUNNING,,,,,,,,,,,,,,
1590,tx,2015569,0,1,RUNNING,,,,,,,,,,,,,,
1591,tx,2015590,0,1,RUNNING,,,,,,,,,,,,,,
1592,tx,2015630,0,1,RUNNING,,,,,,,,,,,,,,
1593,rx,2015650,89557983,0,RUNNING,438,-64,7,,,,,,,,,,,
1594,tx,2015650,0,1,RUNNING,,,,,,,,,,,,,,
1595,tx,2015824,0,1,RUNNING,,,,,,,,,,,,,,
1596,stats,2015824,8289,0,RUNNING,,0,5,434,437,1,0,0,0,0,437,0,0,
1597,rx,2015844,89757981,0,RUNNING,439,-64,8,,,,,,,,,,,
1598,tx,2015844,0,1,RUNNING,,,,,,,,,,,,,,
1599,tx,2015945,0,1,RUNNING,,,,,,,,,,,,,,
1600,rx,2016081,89957979,0,RUNNING,440,-64,8,,,,,,,,,,,
1601,tx,2016081,0,1,RUNNING,,,,,,,,,,,,,,
1602,tx,2016142,0,1,RUNNING,,,,,,,,,,,,,,
1603,tx,2016182,0,1,RUNNING,,,,,,,,,,,,,,
1604,rx,2016337,90157932,0,RUNNING,441,-64,8,,,,,,,,,,,
1605,tx,2016337,0,1,RUNNING,,,,,,,,,,,,,,
1606,tx,2016377,0,1,RUNNING,,,,,,,,,,,,,,
1607,rx,2016437,90357980,0,RUNNING,442,-64,7,,,,,,,,,,,
1608,tx,2016437,0,1,RUNNING,,,,,,,,,,,,,,
1609,tx,2016592,0,1,RUNNING,,,,,,,,,,,,,,
1610,tx,2016632,0,1,RUNNING,,,,,,,,,,,,,,
1611,rx,2016652,90557981,0,RUNNING,443,-65,7,,,,,,,,,,,
1612,tx,2016652,0,1,RUNNING,,,,,,,,,,,,,,
1613,rx,2016846,90757949,0,RUNNING,444,-64,8,,,,,,,,,,,
1614,tx,2016846,0,1,RUNNING,,,,,,,,,,,,,,
1615,stats,2016846,7707,0,RUNNING,,-25,-128,439,443,1,0,0,0,0,443,0,0,
1616,tx,2016927,0,1,RUNNING,,,,,,,,,,,,,,
1617,rx,2017101,90957978,0,RUNNING,445,-64,8,,,,,,,,,,,
1618,tx,2017101,0,1,RUNNING,,,,,,,,,,,,,,
1619,tx,2017141,0,1,RUNNING,,,,,,,,,,,,,,
1620,tx,2017181,0,1,RUNNING,,,,,,,,,,,,,,
1621,rx,2017356,91157966,0,RUNNING,446,-64,8,,,,,,,,,,,
1622,tx,2017356,0,1,RUNNING,,,,,,,,,,,,,,
1623,tx,2017377,0,1,RUNNING,,,,,,,,,,,,,,
1624,rx,2017437,91357980,0,RUNNING,447,-64,8,,,,,,,,,,,
1625,tx,2017437,0,1,RUNNING,,,,,,,,,,,,,,
1626,tx,2017611,0,1,RUNNING,,,,,,,,,,,,,,
1627,tx,2017631,0,1,RUNNING,,,,,,,,,,,,,,
