seq,type,uptime_ms,t_us,slot_id,sync,frame_ctr,rssi,snr,tx_done,rx_done,rx_crc_err,rx_bad_header,slot_timeouts,stale_retx,busy_timeouts,rx_ok,missed,dup,payload
1011,tx,179581,0,0,RUNNING,,,,,,,,,,,,,,
1012,tx,179621,0,0,RUNNING,,,,,,,,,,,,,,
1013,rx,179835,158311142,1,RUNNING,284,-66,9,,,,,,,,,,,
1014,tx,179835,0,0,RUNNING,,,,,,,,,,,,,,
1015,rx,179915,158511145,1,RUNNING,285,-65,9,,,,,,,,,,,
1016,tx,179915,0,0,RUNNING,,,,,,,,,,,,,,
1017,tx,179956,0,0,RUNNING,,,,,,,,,,,,,,
1018,tx,180089,0,0,RUNNING,,,,,,,,,,,,,,
1019,stats,180089,8249,0,RUNNING,,0,0,394,281,0,0,0,0,0,281,0,0,
1020,tx,180109,0,0,RUNNING,,,,,,,,,,,,,,
1021,rx,180129,158711150,1,RUNNING,286,-66,9,,,,,,,,,,,
1022,tx,180129,0,0,RUNNING,,,,,,,,,,,,,,
1023,tx,180170,0,0,RUNNING,,,,,,,,,,,,,,
1024,tx,180210,0,0,RUNNING,,,,,,,,,,,,,,
1025,rx,180344,158911113,1,RUNNING,287,-65,8,,,,,,,,,,,
1026,tx,180344,0,0,RUNNING,,,,,,,,,,,,,,
1027,tx,180364,0,0,RUNNING,,,,,,,,,,,,,,
1028,tx,180404,0,0,RUNNING,,,,,,,,,,,,,,
1029,rx,180598,159111131,1,RUNNING,288,-66,9,,,,,,,,,,,
1030,tx,180598,0,0,RUNNING,,,,,,,,,,,,,,
1031,tx,180618,0,0,RUNNING,,,,,,,,,,,,,,
1032,rx,180719,159311141,1,RUNNING,289,-66,9,,,,,,,,,,,
1033,tx,180719,0,0,RUNNING,,,,,,,,,,,,,,
1034,tx,180852,0,0,RUNNING,,,,,,,,,,,,,,
1035,tx,180913,0,0,RUNNING,,,,,,,,,,,,,,
1036,rx,180933,159511144,1,RUNNING,290,-66,9,,,,,,,,,,,
1037,tx,180933,0,0,RUNNING,,,,,,,,,,,,,,
1038,tx,180953,0,0,RUNNING,,,,,,,,,,,,,,
1039,tx,181107,0,0,RUNNING,,,,,,,,,,,,,,
1040,stats,181107,8270,0,RUNNING,,0,0,399,286,0,0,0,0,0,286,0,0,
1041,rx,181127,159711147,1,RUNNING,291,-65,9,,,,,,,,,,,
1042,tx,181127,0,0,RUNNING,,,,,,,,,,,,,,
1043,tx,181167,0,0,RUNNING,,,,,,,,,,,,,,
1044,tx,181207,0,0,RUNNING,,,,,,,,,,,,,,
1045,rx,181361,159911130,1,RUNNING,292,-65,9,,,,,,,,,,,
1046,tx,181361,0,0,RUNNING,,,,,,,,,,,,,,
1047,tx,181422,0,0,RUNNING,,,,,,,,,,,,,,
1048,rx,181616,160111142,1,RUNNING,293,-66,9,,,,,,,,,,,
1049,tx,181616,0,0,RUNNING,,,,,,,,,,,,,,
1050,rx,181716,160311143,1,RUNNING,294,-65,9,,,,,,,,,,,
1051,tx,181716,0,0,RUNNING,,,,,,,,,,,,,,
1052,tx,181870,0,0,RUNNING,,,,,,,,,,,,,,
1053,tx,181910,0,0,RUNNING,,,,,,,,,,,,,,
1054,rx,181930,160511146,1,RUNNING,295,-65,8,,,,,,,,,,,
1055,tx,181930,0,0,RUNNING,,,,,,,,,,,,,,
1056,tx,181970,0,0,RUNNING,,,,,,,,,,,,,,
1057,rx,182124,160711146,1,RUNNING,296,-66,8,,,,,,,,,,,
1058,tx,182124,0,0,RUNNING,,,,,,,,,,,,,,
1059,stats,182124,8847,0,RUNNING,,0,0,404,292,0,0,0,0,0,292,0,0,
1060,tx,182165,0,0,RUNNING,,,,,,,,,,,,,,
1061,tx,182205,0,0,RUNNING,,,,,,,,,,,,,,
1062,rx,182378,160911105,1,RUNNING,297,-66,8,,,,,,,,,,,
1063,tx,182378,0,0,RUNNING,,,,,,,,,,,,,,
1064,tx,182419,0,0,RUNNING,,,,,,,,,,,,,,
1065,rx,182632,161111138,1,RUNNING,298,-66,8,,,,,,,,,,,
1066,tx,182632,0,0,RUNNING,,,,,,,,,,,,,,
1067,tx,182713,0,0,RUNNING,,,,,,,,,,,,,,
1068,rx,182733,161311147,1,RUNNING,299,-65,9,,,,,,,,,,,
1069,tx,182733,0,0,RUNNING,,,,,,,,,,,,,,
1070,tx,182886,0,0,RUNNING,,,,,,,,,,,,,,
1071,tx,182907,0,0,RUNNING,,,,,,,,,,,,,,
1072,rx,182927,161511136,1,RUNNING,300,-66,9,,,,,,,,,,,
1073,tx,182927,0,0,RUNNING,,,,,,,,,,,,,,
1074,tx,182967,0,0,RUNNING,,,,,,,,,,,,,,
1075,tx,183007,0,0,RUNNING,,,,,,,,,,,,,,
1076,rx,183141,161711151,1,RUNNING,301,-65,8,,,,,,,,,,,
1077,tx,183141,0,0,RUNNING,,,,,,,,,,,,,,
1078,stats,183141,8852,0,RUNNING,,0,0,409,297,0,0,0,0,0,297,0,0,
1079,tx,183161,0,0,RUNNING,,,,,,,,,,,,,,
1080,tx,183221,0,0,RUNNING,,,,,,,,,,,,,,
1081,rx,183395,161911073,1,RUNNING,302,-66,8,,,,,,,,,,,
1082,tx,183395,0,0,RUNNING,,,,,,,,,,,,,,
1083,tx,183415,0,0,RUNNING,,,,,,,,,,,,,,
1084,rx,183516,162111133,1,RUNNING,303,-66,9,,,,,,,,,,,
1085,tx,183516,0,0,RUNNING,,,,,,,,,,,,,,
1086,tx,183649,0,0,RUNNING,,,,,,,,,,,,,,
1087,tx,183709,0,0,RUNNING,,,,,,,,,,,,,,
1088,rx,183729,162311130,1,RUNNING,304,-66,9,,,,,,,,,,,
1089,tx,183729,0,0,RUNNING,,,,,,,,,,,,,,
1090,tx,183770,0,0,RUNNING,,,,,,,,,,,,,,
1091,tx,183903,0,0,RUNNING,,,,,,,,,,,,,,
1092,rx,183923,162511146,1,RUNNING,305,-66,8,,,,,,,,,,,
1093,tx,183923,0,0,RUNNING,,,,,,,,,,,,,,
1094,tx,183963,0,0,RUNNING,,,,,,,,,,,,,,
1095,tx,184004,0,0,RUNNING,,,,,,,,,,,,,,
1096,rx,184157,162711104,1,RUNNING,306,-66,9,,,,,,,,,,,
1097,tx,184157,0,0,RUNNING,,,,,,,,,,,,,,
1098,stats,184157,8805,0,RUNNING,,0,0,414,302,0,0,0,0,0,302,0,0,
1099,tx,184218,0,0,RUNNING,,,,,,,,,,,,,,
1100,rx,184412,162911148,1,RUNNING,307,-66,9,,,,,,,,,,,
1101,tx,184412,0,0,RUNNING,,,,,,,,,,,,,,
1102,tx,184512,0,0,RUNNING,,,,,,,,,,,,,,
1103,rx,184532,163111148,1,RUNNING,308,-66,9,,,,,,,,,,,
1104,tx,184532,0,0,RUNNING,,,,,,,,,,,,,,
1105,tx,184672,0,0,RUNNING,,,,,,,,,,,,,,
1106,tx,184712,0,0,RUNNING,,,,,,,,,,,,,,
1107,rx,184732,163311148,1,RUNNING,309,-66,10,,,,,,,,,,,
1108,tx,184732,0,0,RUNNING,,,,,,,,,,,,,,
1109,tx,184773,0,0,RUNNING,,,,,,,,,,,,,,
1110,rx,184926,163511147,1,RUNNING,310,-65,9,,,,,,,,,,,
1111,tx,184926,0,0,RUNNING,,,,,,,,,,,,,,
1112,tx,184967,0,0,RUNNING,,,,,,,,,,,,,,
1113,tx,185007,0,0,RUNNING,,,,,,,,,,,,,,
1114,rx,185181,163711076,1,RUNNING,311,-66,8,,,,,,,,,,,
1115,tx,185181,0,0,RUNNING,,,,,,,,,,,,,,
1116,stats,185181,8777,0,RUNNING,,0,0,419,307,0,0,0,0,0,307,0,0,
1117,tx,185221,0,0,RUNNING,,,,,,,,,,,,,,
1118,rx,185435,163911141,1,RUNNING,312,-66,8,,,,,,,,,,,
1119,tx,185435,0,0,RUNNING,,,,,,,,,,,,,,
1120,rx,185516,164111143,1,RUNNING,313,-66,9,,,,,,,,,,,
1121,tx,185516,0,0,RUNNING,,,,,,,,,,,,,,
1122,tx,185556,0,0,RUNNING,,,,,,,,,,,,,,
1123,tx,185689,0,0,RUNNING,,,,,,,,,,,,,,
1124,tx,185710,0,0,RUNNING,,,,,,,,,,,,,,
1125,rx,185730,164311148,1,RUNNING,314,-66,9,,,,,,,,,,,
1126,tx,185730,0,0,RUNNING,,,,,,,,,,,,,,
1127,tx,185770,0,0,RUNNING,,,,,,,,,,,,,,
1128,tx,185810,0,0,RUNNING,,,,,,,,,,,,,,
1129,rx,185944,164511113,1,RUNNING,315,-65,10,,,,,,,,,,,
1130,tx,185944,0,0,RUNNING,,,,,,,,,,,,,,
1131,tx,185964,0,0,RUNNING,,,,,,,,,,,,,,
1132,tx,186005,0,0,RUNNING,,,,,,,,,,,,,,
1133,rx,186199,164711128,1,RUNNING,316,-66,9,,,,,,,,,,,
1134,tx,186199,0,0,RUNNING,,,,,,,,,,,,,,
1135,stats,186199,8829,0,RUNNING,,0,0,424,312,0,0,0,0,0,312,0,0,
1136,tx,186219,0,0,RUNNING,,,,,,,,,,,,,,
1137,rx,186319,164911137,1,RUNNING,317,-66,9,,,,,,,,,,,
1138,tx,186319,0,0,RUNNING,,,,,,,,,,,,,,
1139,tx,186453,0,0,RUNNING,,,,,,,,,,,,,,
1140,rx,186513,165111141,1,RUNNING,318,-65,9,,,,,,,,,,,
1141,tx,186513,0,0,RUNNING,,,,,,,,,,,,,,
1142,tx,186554,0,0,RUNNING,,,,,,,,,,,,,,
1143,tx,186707,0,0,RUNNING,,,,,,,,,,,,,,
1144,rx,186727,165311129,1,RUNNING,319,-66,8,,,,,,,,,,,
1145,tx,186727,0,0,RUNNING,,,,,,,,,,,,,,
1146,tx,186767,0,0,RUNNING,,,,,,,,,,,,,,
1147,tx,186808,0,0,RUNNING,,,,,,,,,,,,,,
1148,rx,186962,165511084,1,RUNNING,320,-66,9,,,,,,,,,,,
1149,tx,186962,0,0,RUNNING,,,,,,,,,,,,,,
1150,tx,187022,0,0,RUNNING,,,,,,,,,,,,,,
1151,rx,187216,165711121,1,RUNNING,321,-66,9,,,,,,,,,,,
1152,tx,187216,0,0,RUNNING,,,,,,,,,,,,,,
1153,stats,187216,8822,0,RUNNING,,0,0,429,317,0,0,0,0,0,317,0,0,
1154,rx,187316,165911145,1,RUNNING,322,-65,9,,,,,,,,,,,
1155,tx,187316,0,0,RUNNING,,,,,,,,,,,,,,
1156,tx,187470,0,0,RUNNING,,,,,,,,,,,,,,
1157,tx,187510,0,0,RUNNING,,,,,,,,,,,,,,
1158,rx,187530,166111147,1,RUNNING,323,-65,9,,,,,,,,,,,
1159,tx,187530,0,0,RUNNING,,,,,,,,,,,,,,
1160,tx,187570,0,0,RUNNING,,,,,,,,,,,,,,
1161,rx,187725,166311146,1,RUNNING,324,-66,9,,,,,,,,,,,
1162,tx,187725,0,0,RUNNING,,,,,,,,,,,,,,
1163,tx,187765,0,0,RUNNING,,,,,,,,,,,,,,
1164,tx,187805,0,0,RUNNING,,,,,,,,,,,,,,
1165,rx,187978,166511142,1,RUNNING,325,-66,9,,,,,,,,,,,
1166,tx,187978,0,0,RUNNING,,,,,,,,,,,,,,
1167,tx,188019,0,0,RUNNING,,,,,,,,,,,,,,
1168,rx,188233,166711131,1,RUNNING,326,-65,10,,,,,,,,,,,
1169,tx,188233,0,0,RUNNING,,,,,,,,,,,,,,
1170,stats,188233,8832,0,RUNNING,,0,0,434,322,0,0,0,0,0,322,0,0,
1171,rx,188313,166911147,1,RUNNING,327,-66,9,,,,,,,,,,,
1172,tx,188313,0,0,RUNNING,,,,,,,,,,,,,,
1173,tx,188353,0,0,RUNNING,,,,,,,,,,,,,,
1174,tx,188487,0,0,RUNNING,,,,,,,,,,,,,,
1175,tx,188507,0,0,RUNNING,,,,,,,,,,,,,,
1176,rx,188527,167111138,1,RUNNING,328,-65,9,,,,,,,,,,,
1177,tx,188527,0,0,RUNNING,,,,,,,,,,,,,,
1178,tx,188567,0,0,RUNNING,,,,,,,,,,,,,,
1179,tx,188607,0,0,RUNNING,,,,,,,,,,,,,,
1180,rx,188741,167311148,1,RUNNING,329,-66,9,,,,,,,,,,,
1181,tx,188741,0,0,RUNNING,,,,,,,,,,,,,,
1182,tx,188761,0,0,RUNNING,,,,,,,,,,,,,,
1183,tx,188822,0,0,RUNNING,,,,,,,,,,,,,,
1184,rx,188995,167511141,1,RUNNING,330,-66,9,,,,,,,,,,,
1185,tx,188995,0,0,RUNNING,,,,,,,,,,,,,,
1186,tx,189015,0,0,RUNNING,,,,,,,,,,,,,,
1187,rx,189116,167711145,1,RUNNING,331,-66,9,,,,,,,,,,,
1188,tx,189116,0,0,RUNNING,,,,,,,,,,,,,,
1189,tx,189249,0,0,RUNNING,,,,,,,,,,,,,,
1190,stats,189249,8846,0,RUNNING,,0,0,439,327,0,0,0,0,0,327,0,0,
1191,tx,189309,0,0,RUNNING,,,,,,,,,,,,,,
1192,rx,189329,167911136,1,RUNNING,332,-66,9,,,,,,,,,,,
1193,tx,189329,0,0,RUNNING,,,,,,,,,,,,,,
1194,tx,189370,0,0,RUNNING,,,,,,,,,,,,,,
1195,tx,189503,0,0,RUNNING,,,,,,,,,,,,,,
1196,rx,189523,168111150,1,RUNNING,333,-66,9,,,,,,,,,,,
1197,tx,189523,0,0,RUNNING,,,,,,,,,,,,,,
1198,tx,189563,0,0,RUNNING,,,,,,,,,,,,,,
1199,tx,189604,0,0,RUNNING,,,,,,,,,,,,,,
1200,rx,189757,168311101,1,RUNNING,334,-65,8,,,,,,,,,,,
1201,tx,189757,0,0,RUNNING,,,,,,,,,,,,,,
1202,tx,189818,0,0,RUNNING,,,,,,,,,,,,,,
1203,rx,190012,168511100,1,RUNNING,335,-65,9,,,,,,,,,,,
1204,tx,190012,0,0,RUNNING,,,,,,,,,,,,,,
1205,tx,190112,0,0,RUNNING,,,,,,,,,,,,,,
1206,rx,190132,168711148,1,RUNNING,336,-65,8,,,,,,,,,,,
1207,tx,190132,0,0,RUNNING,,,,,,,,,,,,,,
1208,tx,190272,0,0,RUNNING,,,,,,,,,,,,,,
1209,stats,190272,8292,0,RUNNING,,0,0,445,332,0,0,0,0,0,332,0,0,
1210,tx,190312,0,0,RUNNING,,,,,,,,,,,,,,
1211,rx,190332,168911148,1,RUNNING,337,-66,9,,,,,,,,,,,
1212,tx,190332,0,0,RUNNING,,,,,,,,,,,,,,
1213,tx,190373,0,0,RUNNING,,,,,,,,,,,,,,
1214,rx,190526,169111147,1,RUNNING,338,-66,8,,,,,,,,,,,
1215,tx,190526,0,0,RUNNING,,,,,,,,,,,,,,
1216,tx,190567,0,0,RUNNING,,,,,,,,,,,,,,
1217,tx,190607,0,0,RUNNING,,,,,,,,,,,,,,
1218,rx,190781,169311124,1,RUNNING,339,-65,9,,,,,,,,,,,
1219,tx,190781,0,0,RUNNING,,,,,,,,,,,,,,
1220,tx,190821,0,0,RUNNING,,,,,,,,,,,,,,
1221,rx,191035,169511143,1,RUNNING,340,-65,9,,,,,,,,,,,
1222,tx,191035,0,0,RUNNING,,,,,,,,,,,,,,
1223,rx,191116,169711147,1,RUNNING,341,-65,8,,,,,,,,,,,
1224,tx,191116,0,0,RUNNING,,,,,,,,,,,,,,
1225,tx,191156,0,0,RUNNING,,,,,,,,,,,,,,
1226,tx,191289,0,0,RUNNING,,,,,,,,,,,,,,
1227,stats,191289,8249,0,RUNNING,,0,0,450,337,0,0,0,0,0,337,0,0,
1228,tx,191309,0,0,RUNNING,,,,,,,,,,,,,,
1229,rx,191330,169911148,1,RUNNING,342,-66,8,,,,,,,,,,,
1230,tx,191330,0,0,RUNNING,,,,,,,,,,,,,,
1231,tx,191370,0,0,RUNNING,,,,,,,,,,,,,,
1232,tx,191410,0,0,RUNNING,,,,,,,,,,,,,,
1233,rx,191544,170111144,1,RUNNING,343,-65,9,,,,,,,,,,,
1234,tx,191544,0,0,RUNNING,,,,,,,,,,,,,,
1235,tx,191564,0,0,RUNNING,,,,,,,,,,,,,,
1236,tx,191604,0,0,RUNNING,,,,,,,,,,,,,,
1237,rx,191798,170311130,1,RUNNING,344,-65,8,,,,,,,,,,,
1238,tx,191798,0,0,RUNNING,,,,,,,,,,,,,,
1239,tx,191818,0,0,RUNNING,,,,,,,,,,,,,,
1240,rx,191919,170511139,1,RUNNING,345,-66,9,,,,,,,,,,,
1241,tx,191919,0,0,RUNNING,,,,,,,,,,,,,,
1242,tx,192053,0,0,RUNNING,,,,,,,,,,,,,,
1243,tx,192113,0,0,RUNNING,,,,,,,,,,,,,,
1244,rx,192133,170711143,1,RUNNING,346,-65,9,,,,,,,,,,,
1245,tx,192133,0,0,RUNNING,,,,,,,,,,,,,,
1246,tx,192153,0,0,RUNNING,,,,,,,,,,,,,,
1247,tx,192307,0,0,RUNNING,,,,,,,,,,,,,,
1248,stats,192307,8278,0,RUNNING,,0,0,455,342,0,0,0,0,0,342,0,0,
1249,rx,192327,170911132,1,RUNNING,347,-66,8,,,,,,,,,,,
1250,tx,192327,0,0,RUNNING,,,,,,,,,,,,,,
1251,tx,192367,0,0,RUNNING,,,,,,,,,,,,,,
1252,tx,192407,0,0,RUNNING,,,,,,,,,,,,,,
1253,rx,192562,171111120,1,RUNNING,348,-66,9,,,,,,,,,,,
1254,tx,192562,0,0,RUNNING,,,,,,,,,,,,,,
1255,tx,192622,0,0,RUNNING,,,,,,,,,,,,,,
1256,rx,192816,171311143,1,RUNNING,349,-66,9,,,,,,,,,,,
1257,tx,192816,0,0,RUNNING,,,,,,,,,,,,,,
1258,rx,192916,171511147,1,RUNNING,350,-66,8,,,,,,,,,,,
1259,tx,192916,0,0,RUNNING,,,,,,,,,,,,,,
1260,tx,193070,0,0,RUNNING,,,,,,,,,,,,,,
1261,tx,193110,0,0,RUNNING,,,,,,,,,,,,,,
1262,rx,193130,171711146,1,RUNNING,351,-66,8,,,,,,,,,,,
1263,tx,193130,0,0,RUNNING,,,,,,,,,,,,,,
1264,tx,193170,0,0,RUNNING,,,,,,,,,,,,,,
1265,rx,193324,171911140,1,RUNNING,352,-66,8,,,,,,,,,,,
1266,tx,193325,0,0,RUNNING,,,,,,,,,,,,,,
1267,stats,193325,8841,0,RUNNING,,0,0,460,348,0,0,0,0,0,348,0,0,
1268,tx,193365,0,0,RUNNING,,,,,,,,,,,,,,
1269,tx,193405,0,0,RUNNING,,,,,,,,,,,,,,
1270,rx,193578,172111144,1,RUNNING,353,-66,9,,,,,,,,,,,
1271,tx,193578,0,0,RUNNING,,,,,,,,,,,,,,
1272,tx,193619,0,0,RUNNING,,,,,,,,,,,,,,
1273,rx,193832,172311133,1,RUNNING,354,-66,8,,,,,,,,,,,
1274,tx,193833,0,0,RUNNING,,,,,,,,,,,,,,
1275,tx,193913,0,0,RUNNING,,,,,,,,,,,,,,
1276,rx,193933,172511147,1,RUNNING,355,-66,9,,,,,,,,,,,
1277,tx,193933,0,0,RUNNING,,,,,,,,,,,,,,
1278,tx,193953,0,0,RUNNING,,,,,,,,,,,,,,
1279,tx,194087,0,0,RUNNING,,,,,,,,,,,,,,
1280,tx,194107,0,0,RUNNING,,,,,,,,,,,,,,
1281,rx,194127,172711148,1,RUNNING,356,-66,9,,,,,,,,,,,
1282,tx,194127,0,0,RUNNING,,,,,,,,,,,,,,
1283,tx,194167,0,0,RUNNING,,,,,,,,,,,,,,
1284,tx,194207,0,0,RUNNING,,,,,,,,,,,,,,
1285,rx,194341,172911148,1,RUNNING,357,-66,10,,,,,,,,,,,
1286,tx,194341,0,0,RUNNING,,,,,,,,,,,,,,
1287,stats,194341,8849,0,RUNNING,,0,0,465,353,0,0,0,0,0,353,0,0,
1288,tx,194361,0,0,RUNNING,,,,,,,,,,,,,,
1289,tx,194422,0,0,RUNNING,,,,,,,,,,,,,,
1290,rx,194595,173111125,1,RUNNING,358,-66,8,,,,,,,,,,,
1291,tx,194595,0,0,RUNNING,,,,,,,,,,,,,,
1292,tx,194616,0,0,RUNNING,,,,,,,,,,,,,,
1293,rx,194716,173311137,1,RUNNING,359,-65,8,,,,,,,,,,,
1294,tx,194716,0,0,RUNNING,,,,,,,,,,,,,,
1295,tx,194849,0,0,RUNNING,,,,,,,,,,,,,,
1296,tx,194910,0,0,RUNNING,,,,,,,,,,,,,,
1297,rx,194930,173511155,1,RUNNING,360,-65,9,,,,,,,,,,,
1298,tx,194930,0,0,RUNNING,,,,,,,,,,,,,,
1299,tx,194970,0,0,RUNNING,,,,,,,,,,,,,,
1300,tx,195103,0,0,RUNNING,,,,,,,,,,,,,,
1301,rx,195123,173711132,1,RUNNING,361,-65,8,,,,,,,,,,,
1302,tx,195123,0,0,RUNNING,,,,,,,,,,,,,,
1303,tx,195164,0,0,RUNNING,,,,,,,,,,,,,,
1304,tx,195204,0,0,RUNNING,,,,,,,,,,,,,,
1305,rx,195358,173911127,1,RUNNING,362,-66,9,,,,,,,,,,,
1306,tx,195358,0,0,RUNNING,,,,,,,,,,,,,,
1307,stats,195358,8828,0,RUNNING,,0,0,470,358,0,0,0,0,0,358,0,0,
1308,tx,195418,0,0,RUNNING,,,,,,,,,,,,,,
1309,rx,195612,174111140,1,RUNNING,363,-66,8,,,,,,,,,,,
1310,tx,195612,0,0,RUNNING,,,,,,,,,,,,,,
1311,tx,195712,0,0,RUNNING,,,,,,,,,,,,,,
1312,rx,195732,174311144,1,RUNNING,364,-66,9,,,,,,,,,,,
1313,tx,195733,0,0,RUNNING,,,,,,,,,,,,,,
1314,tx,195866,0,0,RUNNING,,,,,,,,,,,,,,
1315,tx,195906,0,0,RUNNING,,,,,,,,,,,,,,
1316,rx,195927,174511147,1,RUNNING,365,-66,9,,,,,,,,,,,
1317,tx,195927,0,0,RUNNING,,,,,,,,,,,,,,
1318,tx,195967,0,0,RUNNING,,,,,,,,,,,,,,
1319,rx,196120,174711146,1,RUNNING,366,-66,8,,,,,,,,,,,
1320,tx,196120,0,0,RUNNING,,,,,,,,,,,,,,
1321,tx,196161,0,0,RUNNING,,,,,,,,,,,,,,
1322,tx,196221,0,0,RUNNING,,,,,,,,,,,,,,
1323,rx,196375,174911123,1,RUNNING,367,-66,9,,,,,,,,,,,
1324,tx,196375,0,0,RUNNING,,,,,,,,,,,,,,
1325,stats,196375,8824,0,RUNNING,,0,0,475,363,0,0,0,0,0,363,0,0,
1326,tx,196415,0,0,RUNNING,,,,,,,,,,,,,,
1327,rx,196629,175111121,1,RUNNING,368,-65,9,,,,,,,,,,,
1328,tx,196629,0,0,RUNNING,,,,,,,,,,,,,,
1329,tx,196709,0,0,RUNNING,,,,,,,,,,,,,,
1330,rx,196730,175311135,1,RUNNING,369,-66,8,,,,,,,,,,,
1331,tx,196730,0,0,RUNNING,,,,,,,,,,,,,,
1332,tx,196883,0,0,RUNNING,,,,,,,,,,,,,,
1333,rx,196923,175511142,1,RUNNING,370,-66,9,,,,,,,,,,,
1334,tx,196923,0,0,RUNNING,,,,,,,,,,,,,,
1335,tx,196964,0,0,RUNNING,,,,,,,,,,,,,,
1336,tx,197004,0,0,RUNNING,,,,,,,,,,,,,,
1337,rx,197137,175711104,1,RUNNING,371,-66,9,,,,,,,,,,,
1338,tx,197138,0,0,RUNNING,,,,,,,,,,,,,,
1339,tx,197158,0,0,RUNNING,,,,,,,,,,,,,,
1340,tx,197218,0,0,RUNNING,,,,,,,,,,,,,,
1341,rx,197392,175911146,1,RUNNING,372,-66,8,,,,,,,,,,,
1342,tx,197392,0,0,RUNNING,,,,,,,,,,,,,,
1343,stats,197392,8847,0,RUNNING,,0,0,480,368,0,0,0,0,0,368,0,0,
1344,tx,197412,0,0,RUNNING,,,,,,,,,,,,,,
1345,tx,197512,0,0,RUNNING,,,,,,,,,,,,,,
1346,rx,197646,176111147,1,RUNNING,373,-66,8,,,,,,,,,,,
1347,tx,197646,0,0,RUNNING,,,,,,,,,,,,,,
1348,tx,197706,0,0,RUNNING,,,,,,,,,,,,,,
1349,rx,197726,176311148,1,RUNNING,374,-66,10,,,,,,,,,,,
1350,tx,197726,0,0,RUNNING,,,,,,,,,,,,,,
1351,tx,197767,0,0,RUNNING,,,,,,,,,,,,,,
1352,tx,197907,0,0,RUNNING,,,,,,,,,,,,,,
1353,rx,197927,176511186,1,RUNNING,375,-66,8,,,,,,,,,,,
1354,tx,197927,0,0,RUNNING,,,,,,,,,,,,,,
1355,tx,197967,0,0,RUNNING,,,,,,,,,,,,,,
1356,tx,198007,0,0,RUNNING,,,,,,,,,,,,,,
1357,rx,198162,176711132,1,RUNNING,376,-66,9,,,,,,,,,,,
1358,tx,198162,0,0,RUNNING,,,,,,,,,,,,,,
1359,tx,198222,0,0,RUNNING,,,,,,,,,,,,,,
1360,rx,198416,176911155,1,RUNNING,377,-66,9,,,,,,,,,,,
1361,tx,198416,0,0,RUNNING,,,,,,,,,,,,,,
1362,stats,198416,8856,0,RUNNING,,0,0,485,373,0,0,0,0,0,373,0,0,
1363,rx,198516,177111147,1,RUNNING,378,-66,8,,,,,,,,,,,
1364,tx,198516,0,0,RUNNING,,,,,,,,,,,,,,
1365,tx,198670,0,0,RUNNING,,,,,,,,,,,,,,
1366,tx,198710,0,0,RUNNING,,,,,,,,,,,,,,
1367,rx,198730,177311150,1,RUNNING,379,-65,9,,,,,,,,,,,
1368,tx,198730,0,0,RUNNING,,,,,,,,,,,,,,
1369,tx,198770,0,0,RUNNING,,,,,,,,,,,,,,
1370,rx,198925,177511148,1,RUNNING,380,-66,9,,,,,,,,,,,
1371,tx,198925,0,0,RUNNING,,,,,,,,,,,,,,
1372,tx,198965,0,0,RUNNING,,,,,,,,,,,,,,
1373,tx,199005,0,0,RUNNING,,,,,,,,,,,,,,
1374,rx,199178,177711143,1,RUNNING,381,-65,8,,,,,,,,,,,
1375,tx,199178,0,0,RUNNING,,,,,,,,,,,,,,
1376,tx,199219,0,0,RUNNING,,,,,,,,,,,,,,
1377,rx,199432,177911136,1,RUNNING,382,-65,9,,,,,,,,,,,
1378,tx,199432,0,0,RUNNING,,,,,,,,,,,,,,
1379,stats,199432,8837,0,RUNNING,,0,0,490,378,0,0,0,0,0,378,0,0,
1380,tx,199513,0,0,RUNNING,,,,,,,,,,,,,,
1381,rx,199533,178111149,1,RUNNING,383,-65,9,,,,,,,,,,,
1382,tx,199533,0,0,RUNNING,,,,,,,,,,,,,,
1383,tx,199687,0,0,RUNNING,,,,,,,,,,,,,,
1384,tx,199707,0,0,RUNNING,,,,,,,,,,,,,,
1385,rx,199727,178311150,1,RUNNING,384,-66,9,,,,,,,,,,,
1386,tx,199727,0,0,RUNNING,,,,,,,,,,,,,,
1387,tx,199767,0,0,RUNNING,,,,,,,,,,,,,,
1388,tx,199807,0,0,RUNNING,,,,,,,,,,,,,,
1389,rx,199941,178511108,1,RUNNING,385,-66,8,,,,,,,,,,,
1390,tx,199941,0,0,RUNNING,,,,,,,,,,,,,,
1391,tx,199961,0,0,RUNNING,,,,,,,,,,,,,,
1392,tx,200022,0,0,RUNNING,,,,,,,,,,,,,,
1393,rx,200195,178711115,1,RUNNING,386,-65,9,,,,,,,,,,,
1394,tx,200195,0,0,RUNNING,,,,,,,,,,,,,,
1395,tx,200215,0,0,RUNNING,,,,,,,,,,,,,,
1396,rx,200316,178911137,1,RUNNING,387,-66,9,,,,,,,,,,,
1397,tx,200316,0,0,RUNNING,,,,,,,,,,,,,,
1398,tx,200449,0,0,RUNNING,,,,,,,,,,,,,,
1399,stats,200449,8838,0,RUNNING,,0,0,495,383,0,0,0,0,0,383,0,0,
1400,tx,200509,0,0,RUNNING,,,,,,,,,,,,,,
1401,rx,200529,179111144,1,RUNNING,388,-65,8,,,,,,,,,,,
1402,tx,200529,0,0,RUNNING,,,,,,,,,,,,,,
1403,tx,200570,0,0,RUNNING,,,,,,,,,,,,,,
