seq,type,uptime_ms,t_us,slot_id,sync,frame_ctr,rssi,snr,tx_done,rx_done,rx_crc_err,rx_bad_header,slot_timeouts,stale_retx,busy_timeouts,rx_ok,missed,dup,payload
230,rx,136325,114911150,1,RUNNING,67,-65,9,,,,,,,,,,,
231,tx,136326,0,0,RUNNING,,,,,,,,,,,,,,
232,tx,136366,0,0,RUNNING,,,,,,,,,,,,,,
233,tx,136406,0,0,RUNNING,,,,,,,,,,,,,,
234,rx,136559,115111142,1,RUNNING,68,-65,9,,,,,,,,,,,
235,tx,136559,0,0,RUNNING,,,,,,,,,,,,,,
236,tx,136620,0,0,RUNNING,,,,,,,,,,,,,,
237,rx,136813,115311104,1,RUNNING,69,-65,9,,,,,,,,,,,
238,tx,136813,0,0,RUNNING,,,,,,,,,,,,,,
239,rx,136913,115511147,1,RUNNING,70,-65,8,,,,,,,,,,,
240,tx,136913,0,0,RUNNING,,,,,,,,,,,,,,
241,tx,137066,0,0,RUNNING,,,,,,,,,,,,,,
242,tx,137106,0,0,RUNNING,,,,,,,,,,,,,,
243,rx,137127,115711149,1,RUNNING,71,-65,8,,,,,,,,,,,
244,tx,137127,0,0,RUNNING,,,,,,,,,,,,,,
245,tx,137167,0,0,RUNNING,,,,,,,,,,,,,,
246,rx,137320,115911148,1,RUNNING,72,-65,9,,,,,,,,,,,
247,tx,137320,0,0,RUNNING,,,,,,,,,,,,,,
248,stats,137320,8849,0,RUNNING,,0,0,180,68,0,0,0,0,0,68,0,0,
249,tx,137360,0,0,RUNNING,,,,,,,,,,,,,,
250,tx,137421,0,0,RUNNING,,,,,,,,,,,,,,
251,rx,137574,116111112,1,RUNNING,73,-65,8,,,,,,,,,,,
252,tx,137574,0,0,RUNNING,,,,,,,,,,,,,,
253,tx,137614,0,0,RUNNING,,,,,,,,,,,,,,
254,rx,137827,116311104,1,RUNNING,74,-65,9,,,,,,,,,,,
255,tx,137827,0,0,RUNNING,,,,,,,,,,,,,,
256,tx,137908,0,0,RUNNING,,,,,,,,,,,,,,
257,rx,137928,116511130,1,RUNNING,75,-65,9,,,,,,,,,,,
258,tx,137928,0,0,RUNNING,,,,,,,,,,,,,,
259,tx,138081,0,0,RUNNING,,,,,,,,,,,,,,
260,rx,138121,116711138,1,RUNNING,76,-65,9,,,,,,,,,,,
261,tx,138121,0,0,RUNNING,,,,,,,,,,,,,,
262,tx,138161,0,0,RUNNING,,,,,,,,,,,,,,
263,rx,138335,116911144,1,RUNNING,77,-65,9,,,,,,,,,,,
264,tx,138335,0,0,RUNNING,,,,,,,,,,,,,,
265,stats,138335,8845,0,RUNNING,,0,0,185,73,0,0,0,0,0,73,0,0,
266,tx,138355,0,0,RUNNING,,,,,,,,,,,,,,
267,tx,138415,0,0,RUNNING,,,,,,,,,,,,,,
268,rx,138589,117111135,1,RUNNING,78,-65,8,,,,,,,,,,,
269,tx,138589,0,0,RUNNING,,,,,,,,,,,,,,
270,tx,138609,0,0,RUNNING,,,,,,,,,,,,,,
271,tx,138709,0,0,RUNNING,,,,,,,,,,,,,,
272,rx,138848,117311145,1,RUNNING,79,-65,7,,,,,,,,,,,
273,tx,138848,0,0,RUNNING,,,,,,,,,,,,,,
274,tx,138908,0,0,RUNNING,,,,,,,,,,,,,,
275,rx,138929,117511146,1,RUNNING,80,-65,8,,,,,,,,,,,
276,tx,138929,0,0,RUNNING,,,,,,,,,,,,,,
277,tx,138969,0,0,RUNNING,,,,,,,,,,,,,,
278,tx,139102,0,0,RUNNING,,,,,,,,,,,,,,
279,rx,139122,117711148,1,RUNNING,81,-65,8,,,,,,,,,,,
280,tx,139122,0,0,RUNNING,,,,,,,,,,,,,,
281,tx,139162,0,0,RUNNING,,,,,,,,,,,,,,
282,tx,139223,0,0,RUNNING,,,,,,,,,,,,,,
283,rx,139356,117911113,1,RUNNING,82,-65,8,,,,,,,,,,,
284,tx,139356,0,0,RUNNING,,,,,,,,,,,,,,
285,stats,139356,8814,0,RUNNING,,0,0,190,78,0,0,0,0,0,78,0,0,
286,tx,139416,0,0,RUNNING,,,,,,,,,,,,,,
287,rx,139610,118111118,1,RUNNING,83,-65,9,,,,,,,,,,,
288,tx,139610,0,0,RUNNING,,,,,,,,,,,,,,
289,tx,139711,0,0,RUNNING,,,,,,,,,,,,,,
290,rx,139731,118311134,1,RUNNING,84,-65,8,,,,,,,,,,,
291,tx,139731,0,0,RUNNING,,,,,,,,,,,,,,
292,tx,139863,0,0,RUNNING,,,,,,,,,,,,,,
293,tx,139904,0,0,RUNNING,,,,,,,,,,,,,,
294,rx,139924,118511139,1,RUNNING,85,-65,8,,,,,,,,,,,
295,tx,139924,0,0,RUNNING,,,,,,,,,,,,,,
296,tx,139964,0,0,RUNNING,,,,,,,,,,,,,,
297,rx,140117,118711141,1,RUNNING,86,-65,9,,,,,,,,,,,
298,tx,140117,0,0,RUNNING,,,,,,,,,,,,,,
299,tx,140157,0,0,RUNNING,,,,,,,,,,,,,,
300,tx,140217,0,0,RUNNING,,,,,,,,,,,,,,
301,rx,140371,118911143,1,RUNNING,87,-65,9,,,,,,,,,,,
302,tx,140371,0,0,RUNNING,,,,,,,,,,,,,,
303,stats,140371,8844,0,RUNNING,,0,0,195,83,0,0,0,0,0,83,0,0,
304,tx,140411,0,0,RUNNING,,,,,,,,,,,,,,
305,rx,140625,119111143,1,RUNNING,88,-65,9,,,,,,,,,,,
306,tx,140625,0,0,RUNNING,,,,,,,,,,,,,,
307,tx,140705,0,0,RUNNING,,,,,,,,,,,,,,
308,rx,140725,119311148,1,RUNNING,89,-65,9,,,,,,,,,,,
309,tx,140725,0,0,RUNNING,,,,,,,,,,,,,,
310,tx,140878,0,0,RUNNING,,,,,,,,,,,,,,
311,rx,140919,119511148,1,RUNNING,90,-65,9,,,,,,,,,,,
312,tx,140919,0,0,RUNNING,,,,,,,,,,,,,,
313,tx,140959,0,0,RUNNING,,,,,,,,,,,,,,
314,rx,141132,119711136,1,RUNNING,91,-65,8,,,,,,,,,,,
315,tx,141132,0,0,RUNNING,,,,,,,,,,,,,,
316,tx,141172,0,0,RUNNING,,,,,,,,,,,,,,
317,tx,141212,0,0,RUNNING,,,,,,,,,,,,,,
318,rx,141385,119911142,1,RUNNING,92,-65,9,,,,,,,,,,,
319,tx,141385,0,0,RUNNING,,,,,,,,,,,,,,
320,stats,141385,8843,0,RUNNING,,0,0,200,88,0,0,0,0,0,88,0,0,
321,tx,141405,0,0,RUNNING,,,,,,,,,,,,,,
322,tx,141506,0,0,RUNNING,,,,,,,,,,,,,,
323,rx,141639,120111099,1,RUNNING,93,-66,9,,,,,,,,,,,
324,tx,141639,0,0,RUNNING,,,,,,,,,,,,,,
325,rx,141720,120311147,1,RUNNING,94,-66,9,,,,,,,,,,,
326,tx,141720,0,0,RUNNING,,,,,,,,,,,,,,
327,tx,141760,0,0,RUNNING,,,,,,,,,,,,,,
328,tx,141899,0,0,RUNNING,,,,,,,,,,,,,,
329,rx,141919,120511149,1,RUNNING,95,-66,8,,,,,,,,,,,
330,tx,141919,0,0,RUNNING,,,,,,,,,,,,,,
331,tx,141959,0,0,RUNNING,,,,,,,,,,,,,,
332,tx,142020,0,0,RUNNING,,,,,,,,,,,,,,
333,rx,142153,120711149,1,RUNNING,96,-65,9,,,,,,,,,,,
334,tx,142153,0,0,RUNNING,,,,,,,,,,,,,,
335,tx,142213,0,0,RUNNING,,,,,,,,,,,,,,
336,rx,142406,120911149,1,RUNNING,97,-66,9,,,,,,,,,,,
337,tx,142406,0,0,RUNNING,,,,,,,,,,,,,,
338,stats,142406,8850,0,RUNNING,,0,0,205,93,0,0,0,0,0,93,0,0,
339,tx,142507,0,0,RUNNING,,,,,,,,,,,,,,
340,rx,142527,121111150,1,RUNNING,98,-66,9,,,,,,,,,,,
341,tx,142527,0,0,RUNNING,,,,,,,,,,,,,,
342,tx,142660,0,0,RUNNING,,,,,,,,,,,,,,
343,rx,142720,121311150,1,RUNNING,99,-66,9,,,,,,,,,,,
344,tx,142720,0,0,RUNNING,,,,,,,,,,,,,,
345,tx,142761,0,0,RUNNING,,,,,,,,,,,,,,
346,rx,142914,121511150,1,RUNNING,100,-66,9,,,,,,,,,,,
347,tx,142914,0,0,RUNNING,,,,,,,,,,,,,,
348,tx,142954,0,0,RUNNING,,,,,,,,,,,,,,
349,tx,143014,0,0,RUNNING,,,,,,,,,,,,,,
350,rx,143167,121711147,1,RUNNING,101,-66,9,,,,,,,,,,,
351,tx,143167,0,0,RUNNING,,,,,,,,,,,,,,
352,tx,143207,0,0,RUNNING,,,,,,,,,,,,,,
353,rx,143421,121911108,1,RUNNING,102,-65,9,,,,,,,,,,,
354,tx,143421,0,0,RUNNING,,,,,,,,,,,,,,
355,stats,143421,8809,0,RUNNING,,0,0,210,98,0,0,0,0,0,98,0,0,
356,rx,143522,122111143,1,RUNNING,103,-66,8,,,,,,,,,,,
357,tx,143522,0,0,RUNNING,,,,,,,,,,,,,,
358,tx,143676,0,0,RUNNING,,,,,,,,,,,,,,
359,rx,143716,122311145,1,RUNNING,104,-65,9,,,,,,,,,,,
360,tx,143716,0,0,RUNNING,,,,,,,,,,,,,,
361,tx,143756,0,0,RUNNING,,,,,,,,,,,,,,
362,rx,143930,122511168,1,RUNNING,105,-66,8,,,,,,,,,,,
363,tx,143930,0,0,RUNNING,,,,,,,,,,,,,,
364,tx,143970,0,0,RUNNING,,,,,,,,,,,,,,
365,tx,144010,0,0,RUNNING,,,,,,,,,,,,,,
366,rx,144184,122711145,1,RUNNING,106,-66,9,,,,,,,,,,,
367,tx,144184,0,0,RUNNING,,,,,,,,,,,,,,
368,tx,144204,0,0,RUNNING,,,,,,,,,,,,,,
369,tx,144305,0,0,RUNNING,,,,,,,,,,,,,,
370,rx,144438,122911101,1,RUNNING,107,-65,9,,,,,,,,,,,
371,tx,144438,0,0,RUNNING,,,,,,,,,,,,,,
372,stats,144438,8802,0,RUNNING,,0,0,215,103,0,0,0,0,0,103,0,0,
373,rx,144519,123111147,1,RUNNING,108,-66,9,,,,,,,,,,,
374,tx,144519,0,0,RUNNING,,,,,,,,,,,,,,
375,tx,144559,0,0,RUNNING,,,,,,,,,,,,,,
376,tx,144699,0,0,RUNNING,,,,,,,,,,,,,,
377,rx,144719,123311149,1,RUNNING,109,-66,8,,,,,,,,,,,
378,tx,144719,0,0,RUNNING,,,,,,,,,,,,,,
379,tx,144759,0,0,RUNNING,,,,,,,,,,,,,,
380,tx,144819,0,0,RUNNING,,,,,,,,,,,,,,
381,rx,144953,123511150,1,RUNNING,110,-66,9,,,,,,,,,,,
382,tx,144953,0,0,RUNNING,,,,,,,,,,,,,,
383,tx,145013,0,0,RUNNING,,,,,,,,,,,,,,
384,rx,145207,123711145,1,RUNNING,111,-66,9,,,,,,,,,,,
385,tx,145207,0,0,RUNNING,,,,,,,,,,,,,,
386,tx,145307,0,0,RUNNING,,,,,,,,,,,,,,
387,rx,145327,123911148,1,RUNNING,112,-65,9,,,,,,,,,,,
388,tx,145327,0,0,RUNNING,,,,,,,,,,,,,,
389,tx,145461,0,0,RUNNING,,,,,,,,,,,,,,
390,stats,145461,8291,0,RUNNING,,0,0,221,108,0,0,0,0,0,108,0,0,
391,rx,145521,124111150,1,RUNNING,113,-66,9,,,,,,,,,,,
392,tx,145521,0,0,RUNNING,,,,,,,,,,,,,,
393,tx,145562,0,0,RUNNING,,,,,,,,,,,,,,
394,rx,145715,124311150,1,RUNNING,114,-66,8,,,,,,,,,,,
395,tx,145715,0,0,RUNNING,,,,,,,,,,,,,,
396,tx,145755,0,0,RUNNING,,,,,,,,,,,,,,
397,tx,145816,0,0,RUNNING,,,,,,,,,,,,,,
398,rx,145969,124511113,1,RUNNING,115,-66,9,,,,,,,,,,,
399,tx,145969,0,0,RUNNING,,,,,,,,,,,,,,
400,tx,146010,0,0,RUNNING,,,,,,,,,,,,,,
